Element Type,Text,URL,Raw
Hyperlink,MPF / ORSO / Macau Pension,https://www.aia.com.hk//en/products/mpf-orso-macau-pension/customer-mpf-orso-macau-pension,"<a href=""/en/products/mpf-orso-macau-pension/customer-mpf-orso-macau-pension"" rel=""noopener noreferrer"" target=""_blank"">
      
      
        MPF / ORSO / Macau Pension
      </a>"
Hyperlink,Group Insurance,https://gmd.aia.com.hk/eCOMPASS/com/aig/ecompass/admin/jsp/Login.jsp?locale=en_HK,"<a href=""https://gmd.aia.com.hk/eCOMPASS/com/aig/ecompass/admin/jsp/Login.jsp?locale=en_HK"" rel=""noopener noreferrer"" target=""_blank"">
      
        Group Insurance
      </a>"
Hyperlink,MPF / ORSO / Macau Pension,https://www.aia.com.hk//en/products/mpf-orso-macau-pension/employer-mpf-orso-macau-pension,"<a href=""/en/products/mpf-orso-macau-pension/employer-mpf-orso-macau-pension"" rel=""noopener noreferrer"" target=""_blank"">
      
      
        MPF / ORSO / Macau Pension
      </a>"
Hyperlink,Partnership distribution corner,https://www3.aia.com.hk/ebusiness/,"<a href=""https://www3.aia.com.hk/ebusiness/"" rel=""noopener noreferrer"" target=""_blank"">
      
        Partnership distribution corner
      </a>"
Hyperlink,Doctor corner,https://gmd.aia.com.hk/eCOMPASS/com/aig/ecompass/admin/jsp/Login.jsp?locale=en_HK,"<a href=""https://gmd.aia.com.hk/eCOMPASS/com/aig/ecompass/admin/jsp/Login.jsp?locale=en_HK"" rel=""noopener noreferrer"" target=""_blank"">
      
        Doctor corner
      </a>"
Hyperlink,Agency corner,https://www3.aia.com.hk/agency/loginb.do,"<a href=""https://www3.aia.com.hk/agency/loginb.do"" rel=""noopener noreferrer"" target=""_blank"">
      
        Agency corner
      </a>"
Hyperlink,Group Insurance,https://gmd.aia.com.hk/eCOMPASS/com/aig/ecompass/admin/jsp/Login.jsp?locale=en_HK,"<a href=""https://gmd.aia.com.hk/eCOMPASS/com/aig/ecompass/admin/jsp/Login.jsp?locale=en_HK"" rel=""noopener noreferrer"" target=""_blank"">
      
        Group Insurance
      </a>"
Hyperlink,MPF / ORSO / Macau Pension,https://www3.aia-pt.com.hk/broker_corner/broker_login.jsp?lang=en_US,"<a href=""https://www3.aia-pt.com.hk/broker_corner/broker_login.jsp?lang=en_US"" rel=""noopener noreferrer"" target=""_blank"">
      
        MPF / ORSO / Macau Pension
      </a>"
Hyperlink,Contact Us,https://www.aia.com.hk//en/help-and-support/contact-us,"<a class=""cmp-navigation2__primary-button"" href=""/en/help-and-support/contact-us"">
<button class=""cmp-navigation2__button cmp-x3__button cmp-x3__button__primary cmp-x3__button__small"" type=""button"">
<span class=""cmp-navigation2__button-text"">Contact Us</span>
</button>
</a>"
Hyperlink,Health,https://www.aia.com.hk//en/products/health,"<a href=""/en/products/health"">
                            Health
                        </a>"
Hyperlink,Critical Illness Protection,https://www.aia.com.hk//en/products/health/critical-illness,"<a href=""/en/products/health/critical-illness"">
                                    Critical Illness Protection
                                </a>"
Hyperlink,Medical Protection,https://www.aia.com.hk//en/products/health/medical-protection,"<a href=""/en/products/health/medical-protection"">
                                    Medical Protection
                                </a>"
Hyperlink,Voluntary Health Insurance Scheme,https://www.aia.com.hk//en/products/health/voluntary-health-insurance-scheme,"<a href=""/en/products/health/voluntary-health-insurance-scheme"">
                                    Voluntary Health Insurance Scheme
                                </a>"
Hyperlink,Severity-based Health Protection,https://www.aia.com.hk//en/products/health/severity-based-health-protection,"<a href=""/en/products/health/severity-based-health-protection"">
                                    Severity-based Health Protection
                                </a>"
Hyperlink,Accident & Other Protections,https://www.aia.com.hk//en/products/health/accident-and-other-protections,"<a href=""/en/products/health/accident-and-other-protections"">
                                    Accident &amp; Other Protections
                                </a>"
Hyperlink,Life,https://www.aia.com.hk//en/products/life,"<a href=""/en/products/life"">
                            Life
                        </a>"
Hyperlink,Save,https://www.aia.com.hk//en/products/save,"<a href=""/en/products/save"">
                            Save
                        </a>"
Hyperlink,Savings Insurance,https://www.aia.com.hk//en/products/save/savings,"<a href=""/en/products/save/savings"">
                                    Savings Insurance
                                </a>"
Hyperlink,Retirement Income,https://www.aia.com.hk//en/products/save/retirement,"<a href=""/en/products/save/retirement"">
                                    Retirement Income
                                </a>"
Hyperlink,Insurance with Investment Focus,https://www.aia.com.hk//en/products/save/insurance-with-investment-focus,"<a href=""/en/products/save/insurance-with-investment-focus"">
                                    Insurance with Investment Focus
                                </a>"
Hyperlink,Invest,https://www.aia.com.hk//en/products/invest,"<a href=""/en/products/invest"">
                            Invest
                        </a>"
Hyperlink,Investment information,https://www.aia.com.hk//en/products/invest/investment-information,"<a href=""/en/products/invest/investment-information"">
                                    Investment information
                                </a>"
Hyperlink,General Insurance,https://www.aia.com.hk//en/products/general-insurance,"<a href=""/en/products/general-insurance"">
                            General Insurance
                        </a>"
Hyperlink,MPF/ORSO/Macau Pension,https://www.aia.com.hk//en/products/mpf-orso-macau-pension,"<a href=""/en/products/mpf-orso-macau-pension"">
                            MPF/ORSO/Macau Pension
                        </a>"
Hyperlink,MPF,https://www.aia.com.hk//en/products/mpf-orso-macau-pension/mpf,"<a href=""/en/products/mpf-orso-macau-pension/mpf"">
                                    MPF
                                </a>"
Hyperlink,ORSO,https://www.aia.com.hk//en/products/mpf-orso-macau-pension/orso,"<a href=""/en/products/mpf-orso-macau-pension/orso"">
                                    ORSO
                                </a>"
Hyperlink,Macau Pension,https://www.aia.com.hk//en/products/mpf-orso-macau-pension/macau-pension,"<a href=""/en/products/mpf-orso-macau-pension/macau-pension"">
                                    Macau Pension
                                </a>"
Hyperlink,MPF,https://www.aia.com.hk//en/products/mpf,"<a href=""/en/products/mpf"">
                            MPF
                        </a>"
Hyperlink,MPF products & services,https://www.aia.com.hk//en/products/mpf/mpf-products-services,"<a href=""/en/products/mpf/mpf-products-services"">
                                    MPF products &amp; services
                                </a>"
Hyperlink,Employee Voluntary Solutions,https://www.aia.com.hk//en/products/mpf/employee-voluntary-solutions,"<a href=""/en/products/mpf/employee-voluntary-solutions"">
                                    Employee Voluntary Solutions
                                </a>"
Hyperlink,Useful Tools & Information,https://www.aia.com.hk//en/products/mpf/useful-tools---information,"<a href=""/en/products/mpf/useful-tools---information"">
                                    Useful Tools &amp; Information
                                </a>"
Hyperlink,Group Insurance,https://www.aia.com.hk//en/products/group-insurance,"<a href=""/en/products/group-insurance"">
                            Group Insurance
                        </a>"
Hyperlink,SME Solutions,https://www.aia.com.hk//en/products/group-insurance/sme-solutions,"<a href=""/en/products/group-insurance/sme-solutions"">
                                    SME Solutions
                                </a>"
Hyperlink,Tailor-made Solutions,https://www.aia.com.hk//en/products/group-insurance/tailor-made-solutions,"<a href=""/en/products/group-insurance/tailor-made-solutions"">
                                    Tailor-made Solutions
                                </a>"
Hyperlink,Employee Voluntary Solutions,https://www.aia.com.hk//en/products/group-insurance/employee-voluntary-solutions,"<a href=""/en/products/group-insurance/employee-voluntary-solutions"">
                                    Employee Voluntary Solutions
                                </a>"
Hyperlink,Value-added Services,https://www.aia.com.hk//en/products/group-insurance/value-added-services,"<a href=""/en/products/group-insurance/value-added-services"">
                                    Value-added Services
                                </a>"
Hyperlink,ORSO,https://www.aia.com.hk//en/products/orso,"<a href=""/en/products/orso"">
                            ORSO
                        </a>"
Hyperlink,ORSO Products & Services,https://www.aia.com.hk//en/products/orso/orso-products-services,"<a href=""/en/products/orso/orso-products-services"">
                                    ORSO Products &amp; Services
                                </a>"
Hyperlink,Employee Voluntary Solutions,https://www.aia.com.hk//en/products/orso/employee-voluntary-solutions,"<a href=""/en/products/orso/employee-voluntary-solutions"">
                                    Employee Voluntary Solutions
                                </a>"
Hyperlink,Useful Tools & Information,https://www.aia.com.hk//en/products/orso/useful-tools---information,"<a href=""/en/products/orso/useful-tools---information"">
                                    Useful Tools &amp; Information
                                </a>"
Hyperlink,Macau Pension,https://www.aia.com.hk//en/products/macau-pension,"<a href=""/en/products/macau-pension"">
                            Macau Pension
                        </a>"
Hyperlink,Macau Pension Products & Services,https://www.aia.com.hk//en/products/macau-pension/macau-pension-product-services,"<a href=""/en/products/macau-pension/macau-pension-product-services"">
                                    Macau Pension Products &amp; Services
                                </a>"
Hyperlink,Employee Voluntary Solutions,https://www.aia.com.hk//en/products/macau-pension/employee-voluntary-solutions,"<a href=""/en/products/macau-pension/employee-voluntary-solutions"">
                                    Employee Voluntary Solutions
                                </a>"
Hyperlink,Useful Tools & Information,https://www.aia.com.hk//en/products/macau-pension/useful-tools---information,"<a href=""/en/products/macau-pension/useful-tools---information"">
                                    Useful Tools &amp; Information
                                </a>"
Hyperlink,Employee Voluntary Solutions,https://www.aia.com.hk//en/products/employee-voluntary-solutions,"<a href=""/en/products/employee-voluntary-solutions"">
                            Employee Voluntary Solutions
                        </a>"
Hyperlink,Group Insurance,https://www.aia.com.hk//en/products/employee-voluntary-solutions/group-insurance,"<a href=""/en/products/employee-voluntary-solutions/group-insurance"">
                                    Group Insurance
                                </a>"
Hyperlink,MPF,https://www.aia.com.hk//en/products/employee-voluntary-solutions/mpf,"<a href=""/en/products/employee-voluntary-solutions/mpf"">
                                    MPF
                                </a>"
Hyperlink,ORSO,https://www.aia.com.hk//en/products/employee-voluntary-solutions/orso,"<a href=""/en/products/employee-voluntary-solutions/orso"">
                                    ORSO
                                </a>"
Hyperlink,Macau Pension,https://www.aia.com.hk//en/products/employee-voluntary-solutions/macau-pension,"<a href=""/en/products/employee-voluntary-solutions/macau-pension"">
                                    Macau Pension
                                </a>"
Hyperlink,Useful tools and information,https://www.aia.com.hk//en/products/useful-tools-and-information,"<a href=""/en/products/useful-tools-and-information"">
                            Useful tools and information
                        </a>"
Hyperlink,Useful Information,https://www.aia.com.hk//en/products/useful-tools-and-information/new-useful-information,"<a href=""/en/products/useful-tools-and-information/new-useful-information"">
                                    Useful Information
                                </a>"
Hyperlink,Useful Tools,https://www.aia.com.hk//en/products/useful-tools-and-information/new-useful-tools,"<a href=""/en/products/useful-tools-and-information/new-useful-tools"">
                                    Useful Tools
                                </a>"
Hyperlink,Further Product Information,https://www.aia.com.hk//en/products/further-product-information,"<a href=""/en/products/further-product-information"">
                            Further Product Information
                        </a>"
Hyperlink,Important note for plan change,https://www.aia.com.hk//en/products/further-product-information/important-note-for-plan-change,"<a href=""/en/products/further-product-information/important-note-for-plan-change"">
                                    Important note for plan change
                                </a>"
Hyperlink,Participating Products,https://www.aia.com.hk//en/products/further-product-information/participating-products,"<a href=""/en/products/further-product-information/participating-products"">
                                    Participating Products
                                </a>"
Hyperlink,AIA Vitality,https://www.aia.com.hk//en/health-and-wellness/aia-vitality,"<a href=""/en/health-and-wellness/aia-vitality"">
                            AIA Vitality
                        </a>"
Hyperlink,Know Your Health,https://www.aia.com.hk//en/health-and-wellness/aia-vitality/know-your-health,"<a href=""/en/health-and-wellness/aia-vitality/know-your-health"">
                                    Know Your Health
                                </a>"
Hyperlink,Improve Your Health,https://www.aia.com.hk//en/health-and-wellness/aia-vitality/improve-your-health,"<a href=""/en/health-and-wellness/aia-vitality/improve-your-health"">
                                    Improve Your Health
                                </a>"
Hyperlink,Rewards,https://www.aia.com.hk//en/health-and-wellness/aia-vitality/enjoy-the-rewards,"<a href=""/en/health-and-wellness/aia-vitality/enjoy-the-rewards"">
                                    Rewards
                                </a>"
Hyperlink,AIA Vitality's Tutorial Videos,https://www.aia.com.hk//en/health-and-wellness/aia-vitality/tutorial-videos,"<a href=""/en/health-and-wellness/aia-vitality/tutorial-videos"">
                                    AIA Vitality's Tutorial Videos
                                </a>"
Hyperlink,Our Partners,https://www.aia.com.hk//en/health-and-wellness/aia-vitality/our-partners,"<a href=""/en/health-and-wellness/aia-vitality/our-partners"">
                                    Our Partners
                                </a>"
Hyperlink,Healthcare Services,https://www.aia.com.hk//en/health-and-wellness/healthcare-services,"<a href=""/en/health-and-wellness/healthcare-services"">
                            Healthcare Services
                        </a>"
Hyperlink,Healthy Living with AIA,https://www.aia.com.hk//en/health-and-wellness/healthy-living-with-aia,"<a href=""/en/health-and-wellness/healthy-living-with-aia"">
                            Healthy Living with AIA
                        </a>"
Hyperlink,AIA Alta Hompage (Redirect),https://www.aia.com.hk//en/aia-alta/aia-alta-redirect,"<a href=""/en/aia-alta/aia-alta-redirect"">
                            AIA Alta Hompage (Redirect)
                        </a>"
Hyperlink,AIA Alta Wellness Haven,https://www.aia.com.hk//en/aia-alta/wellness-haven,"<a href=""/en/aia-alta/wellness-haven"">
                            AIA Alta Wellness Haven
                        </a>"
Hyperlink,AlA Alta Wealth Management Centre,https://www.aia.com.hk//en/aia-alta/wealth-management-centre,"<a href=""/en/aia-alta/wealth-management-centre"">
                            AlA Alta Wealth Management Centre
                        </a>"
Hyperlink,Contact Us,https://www.aia.com.hk//en/help-and-support/individuals,"<a href=""/en/help-and-support/individuals"">
                            Contact Us
                        </a>"
Hyperlink,Payment Information,https://www.aia.com.hk//en/help-and-support/policy-pension-and-payment-services,"<a href=""/en/help-and-support/policy-pension-and-payment-services"">
                            Payment Information
                        </a>"
Hyperlink,Payment Options,https://www.aia.com.hk//en/help-and-support/policy-pension-and-payment-services/payment-options,"<a href=""/en/help-and-support/policy-pension-and-payment-services/payment-options"">
                                    Payment Options
                                </a>"
Hyperlink,Online Payment,https://www.aia.com.hk//en/help-and-support/policy-pension-and-payment-services/online-payment,"<a href=""/en/help-and-support/policy-pension-and-payment-services/online-payment"">
                                    Online Payment
                                </a>"
Hyperlink,Foreign Exchange Rates,https://www.aia.com.hk//en/help-and-support/policy-pension-and-payment-services/exchange-rate,"<a href=""/en/help-and-support/policy-pension-and-payment-services/exchange-rate"">
                                    Foreign Exchange Rates
                                </a>"
Hyperlink,Healthcare services & claims,https://www.aia.com.hk//en/help-and-support/health-care-and-claims,"<a href=""/en/help-and-support/health-care-and-claims"">
                            Healthcare services &amp; claims
                        </a>"
Hyperlink,Doctors and hospitals,https://www.aia.com.hk//en/help-and-support/health-care-and-claims/doctors-and-hospitals,"<a href=""/en/help-and-support/health-care-and-claims/doctors-and-hospitals"">
                                    Doctors and hospitals
                                </a>"
Hyperlink,File a claim,https://www.aia.com.hk//en/help-and-support/health-care-and-claims/file-a-claim,"<a href=""/en/help-and-support/health-care-and-claims/file-a-claim"">
                                    File a claim
                                </a>"
Hyperlink,Common Outpatient Surgeries,https://www.aia.com.hk//en/help-and-support/health-care-and-claims/common-outpatient-surgeries,"<a href=""/en/help-and-support/health-care-and-claims/common-outpatient-surgeries"">
                                    Common Outpatient Surgeries
                                </a>"
Hyperlink,Overseas emergency help,https://www.aia.com.hk//en/help-and-support/health-care-and-claims/overseas-emergency-help,"<a href=""/en/help-and-support/health-care-and-claims/overseas-emergency-help"">
                                    Overseas emergency help
                                </a>"
Hyperlink,AIA Connect,https://www.aia.com.hk//en/help-and-support/aia-connect,"<a href=""/en/help-and-support/aia-connect"">
                            AIA Connect
                        </a>"
Hyperlink,Policy Service Application for AIA Customer (Electronic Authentication & Submission),https://www.aia.com.hk//en/help-and-support/customer-mobile-email-address-registration,"<a href=""/en/help-and-support/customer-mobile-email-address-registration"">
                            Policy Service Application for AIA Customer (Electronic Authentication &amp; Submission)
                        </a>"
Hyperlink,Change of Beneficiary,https://www.aia.com.hk//en/help-and-support/customer-mobile-email-address-registration/change-of-beneficiary,"<a href=""/en/help-and-support/customer-mobile-email-address-registration/change-of-beneficiary"">
                                    Change of Beneficiary
                                </a>"
Hyperlink,AIA Customer Mobile Number and/or Email Address Registration,https://www.aia.com.hk//en/help-and-support/customer-mobile-email-address-registration/customer-mobile-email-address-registration,"<a href=""/en/help-and-support/customer-mobile-email-address-registration/customer-mobile-email-address-registration"">
                                    AIA Customer Mobile Number and/or Email Address Registration
                                </a>"
Hyperlink,Product brochures for individuals,https://www.aia.com.hk//en/help-and-support/product-brochures-individuals,"<a href=""/en/help-and-support/product-brochures-individuals"">
                            Product brochures for individuals
                        </a>"
Hyperlink,Forms,https://www.aia.com.hk//en/help-and-support/forms-individuals,"<a href=""/en/help-and-support/forms-individuals"">
                            Forms
                        </a>"
Hyperlink,Information & FAQ,https://www.aia.com.hk//en/help-and-support/information-and-faq,"<a href=""/en/help-and-support/information-and-faq"">
                            Information &amp; FAQ
                        </a>"
Hyperlink,Important Information,https://www.aia.com.hk//en/help-and-support/information-and-faq/important-information,"<a href=""/en/help-and-support/information-and-faq/important-information"">
                                    Important Information
                                </a>"
Hyperlink,Useful information,https://www.aia.com.hk//en/help-and-support/information-and-faq/useful-information,"<a href=""/en/help-and-support/information-and-faq/useful-information"">
                                    Useful information
                                </a>"
Hyperlink,About Policy Dividend,https://www.aia.com.hk//en/help-and-support/information-and-faq/about-policy-dividend,"<a href=""/en/help-and-support/information-and-faq/about-policy-dividend"">
                                    About Policy Dividend
                                </a>"
Hyperlink,3D Protection Index,https://www.aia.com.hk//en/help-and-support/3d-protection-index,"<a href=""/en/help-and-support/3d-protection-index"">
                            3D Protection Index
                        </a>"
Hyperlink,AIA Everest,https://www.aia.com.hk//en/help-and-support/aia-everest,"<a href=""/en/help-and-support/aia-everest"">
                            AIA Everest
                        </a>"
Hyperlink,File a Claim,https://www.aia.com.hk//en/help-and-support/file-a-claim,"<a href=""/en/help-and-support/file-a-claim"">
                            File a Claim
                        </a>"
Hyperlink,Consolidate MPF  Accounts/Assets,https://www.aia.com.hk//en/help-and-support/online-mpf-assets-transfer-service,"<a href=""/en/help-and-support/online-mpf-assets-transfer-service"">
                            Consolidate MPF  Accounts/Assets
                        </a>"
Hyperlink,Useful tools and information,https://www.aia.com.hk//en/help-and-support/useful-tools-and-information,"<a href=""/en/help-and-support/useful-tools-and-information"">
                            Useful tools and information
                        </a>"
Hyperlink,Useful Tools,https://www.aia.com.hk//en/help-and-support/useful-tools-and-information/new-useful-tools,"<a href=""/en/help-and-support/useful-tools-and-information/new-useful-tools"">
                                    Useful Tools
                                </a>"
Hyperlink,Useful Information,https://www.aia.com.hk//en/help-and-support/useful-tools-and-information/new-useful-information,"<a href=""/en/help-and-support/useful-tools-and-information/new-useful-information"">
                                    Useful Information
                                </a>"
Hyperlink,Product brochures for corporations,https://www.aia.com.hk//en/help-and-support/product-brochures-corporations,"<a href=""/en/help-and-support/product-brochures-corporations"">
                            Product brochures for corporations
                        </a>"
Hyperlink,Forms,https://www.aia.com.hk//en/help-and-support/forms-corporations,"<a href=""/en/help-and-support/forms-corporations"">
                            Forms
                        </a>"
Hyperlink,Help and support for employees,https://www.aia.com.hk//en/help-and-support/employee-contact,"<a href=""/en/help-and-support/employee-contact"">
                            Help and support for employees
                        </a>"
Hyperlink,Know My Needs,https://www.aia.com.hk//en/help-and-support/know-my-needs,"<a href=""/en/help-and-support/know-my-needs"">
                            Know My Needs
                        </a>"
Hyperlink,About Us,https://www.aia.com.hk//en/about-aia/about-us,"<a href=""/en/about-aia/about-us"">
                            About Us
                        </a>"
Hyperlink,Media Centre and Corporate Factsheet,https://www.aia.com.hk//en/about-aia/about-us/media-centre,"<a href=""/en/about-aia/about-us/media-centre"">
                                    Media Centre and Corporate Factsheet
                                </a>"
Hyperlink,AIA Awards,https://www.aia.com.hk//en/about-aia/about-us/aia-awards,"<a href=""/en/about-aia/about-us/aia-awards"">
                                    AIA Awards
                                </a>"
Hyperlink,Message from Our Leader,https://www.aia.com.hk//en/about-aia/about-us/message-from-our-leader,"<a href=""/en/about-aia/about-us/message-from-our-leader"">
                                    Message from Our Leader
                                </a>"
Hyperlink,Our Service Pledge,https://www.aia.com.hk//en/about-aia/about-us/the-service-pledge,"<a href=""/en/about-aia/about-us/the-service-pledge"">
                                    Our Service Pledge
                                </a>"
Hyperlink,Campaigns & Events,https://www.aia.com.hk//en/about-aia/campaigns-and-events,"<a href=""/en/about-aia/campaigns-and-events"">
                            Campaigns &amp; Events
                        </a>"
Hyperlink,Recent promotions,https://www.aia.com.hk//en/about-aia/campaigns-and-events/recent-promotion,"<a href=""/en/about-aia/campaigns-and-events/recent-promotion"">
                                    Recent promotions
                                </a>"
Hyperlink,Latest campaigns,https://www.aia.com.hk//en/about-aia/campaigns-and-events/latest-campaign,"<a href=""/en/about-aia/campaigns-and-events/latest-campaign"">
                                    Latest campaigns
                                </a>"
Hyperlink,Careers,https://www.aia.com.hk//en/about-aia/careers,"<a href=""/en/about-aia/careers"">
                            Careers
                        </a>"
Hyperlink,Distribution Partners,https://www.aia.com.hk//en/about-aia/distribution-partners,"<a href=""/en/about-aia/distribution-partners"">
                            Distribution Partners
                        </a>"
Hyperlink,"Environmental, Social and Governance",https://www.aia.com.hk//en/about-aia/environmental-social-and-governance-esg,"<a href=""/en/about-aia/environmental-social-and-governance-esg"">
                            Environmental, Social and Governance
                        </a>"
Hyperlink,AIA Foundation,https://www.aia.com.hk//en/about-aia/environmental-social-and-governance-esg/aia-foundation,"<a href=""/en/about-aia/environmental-social-and-governance-esg/aia-foundation"">
                                    AIA Foundation
                                </a>"
Hyperlink,Community Engagement,https://www.aia.com.hk//en/about-aia/environmental-social-and-governance-esg/community-engagement,"<a href=""/en/about-aia/environmental-social-and-governance-esg/community-engagement"">
                                    Community Engagement
                                </a>"
Hyperlink,Playgroup Volunteer Team,https://www.aia.com.hk//en/about-aia/environmental-social-and-governance-esg/play-group,"<a href=""/en/about-aia/environmental-social-and-governance-esg/play-group"">
                                    Playgroup Volunteer Team
                                </a>"
Hyperlink,Agency Recognition,https://www.aia.com.hk//en/about-aia/agency-recognition,"<a href=""/en/about-aia/agency-recognition"">
                            Agency Recognition
                        </a>"
Hyperlink,About Us,https://www.aia.com.hk//en/about-aia/about-us,"<a href=""/en/about-aia/about-us"">About Us</a>"
Hyperlink,Careers,https://www.aia.com.hk//en/about-aia/careers,"<a href=""/en/about-aia/careers"">Careers</a>"
Hyperlink,Distribution Partners,https://www.aia.com.hk//en/about-aia/distribution-partners,"<a href=""/en/about-aia/distribution-partners"">Distribution Partners</a>"
Hyperlink,"Environmental, Social and Governance",https://www.aia.com.hk//en/about-aia/environmental-social-and-governance-esg,"<a href=""/en/about-aia/environmental-social-and-governance-esg"">Environmental, Social and Governance</a>"
Hyperlink,,https://www.aia.com.hk//en/about-aia/our-agents,"<a href=""/en/about-aia/our-agents""></a>"
Hyperlink,Health,https://www.aia.com.hk//en/products/health,"<a href=""/en/products/health"">Health</a>"
Hyperlink,Life,https://www.aia.com.hk//en/products/life,"<a href=""/en/products/life"">Life</a>"
Hyperlink,Save,https://www.aia.com.hk//en/products/save,"<a href=""/en/products/save"">Save</a>"
Hyperlink,Invest,https://www.aia.com.hk//en/products/invest,"<a href=""/en/products/invest"">Invest</a>"
Hyperlink,MPF products & services,https://www.aia.com.hk//en/products/mpf/mpf-products-services,"<a href=""/en/products/mpf/mpf-products-services"">MPF products &amp; services</a>"
Hyperlink,Group Insurance,https://www.aia.com.hk//en/products/group-insurance,"<a href=""/en/products/group-insurance"">Group Insurance</a>"
Hyperlink,ORSO,https://www.aia.com.hk//en/products/orso,"<a href=""/en/products/orso"">ORSO</a>"
Hyperlink,Payment Options,https://www.aia.com.hk//en/help-and-support/policy-pension-and-payment-services/payment-options,"<a href=""/en/help-and-support/policy-pension-and-payment-services/payment-options"">Payment Options</a>"
Hyperlink,AIA Connect,https://www.aia.com.hk//en/help-and-support/aia-connect,"<a href=""/en/help-and-support/aia-connect"">AIA Connect</a>"
Hyperlink,File a Claim,https://www.aia.com.hk//en/help-and-support/file-a-claim,"<a href=""/en/help-and-support/file-a-claim"">File a Claim</a>"
Hyperlink,Contact Us,https://www.aia.com.hk//en/help-and-support/contact-us,"<a href=""/en/help-and-support/contact-us"">Contact Us</a>"
Hyperlink,About Us,https://www.aia.com.hk//en/about-aia/about-us,"<a href=""/en/about-aia/about-us"">About Us</a>"
Hyperlink,Careers,https://www.aia.com.hk//en/about-aia/careers,"<a href=""/en/about-aia/careers"">Careers</a>"
Hyperlink,Distribution Partners,https://www.aia.com.hk//en/about-aia/distribution-partners,"<a href=""/en/about-aia/distribution-partners"">Distribution Partners</a>"
Hyperlink,"Environmental, Social and Governance",https://www.aia.com.hk//en/about-aia/environmental-social-and-governance-esg,"<a href=""/en/about-aia/environmental-social-and-governance-esg"">Environmental, Social and Governance</a>"
Hyperlink,,https://www.aia.com.hk//en/about-aia/our-agents,"<a href=""/en/about-aia/our-agents""></a>"
Hyperlink,Health,https://www.aia.com.hk//en/products/health,"<a href=""/en/products/health"">Health</a>"
Hyperlink,Life,https://www.aia.com.hk//en/products/life,"<a href=""/en/products/life"">Life</a>"
Hyperlink,Save,https://www.aia.com.hk//en/products/save,"<a href=""/en/products/save"">Save</a>"
Hyperlink,Invest,https://www.aia.com.hk//en/products/invest,"<a href=""/en/products/invest"">Invest</a>"
Hyperlink,MPF products & services,https://www.aia.com.hk//en/products/mpf/mpf-products-services,"<a href=""/en/products/mpf/mpf-products-services"">MPF products &amp; services</a>"
Hyperlink,Group Insurance,https://www.aia.com.hk//en/products/group-insurance,"<a href=""/en/products/group-insurance"">Group Insurance</a>"
Hyperlink,ORSO,https://www.aia.com.hk//en/products/orso,"<a href=""/en/products/orso"">ORSO</a>"
Hyperlink,Payment Options,https://www.aia.com.hk//en/help-and-support/policy-pension-and-payment-services/payment-options,"<a href=""/en/help-and-support/policy-pension-and-payment-services/payment-options"">Payment Options</a>"
Hyperlink,AIA Connect,https://www.aia.com.hk//en/help-and-support/aia-connect,"<a href=""/en/help-and-support/aia-connect"">AIA Connect</a>"
Hyperlink,File a Claim,https://www.aia.com.hk//en/help-and-support/file-a-claim,"<a href=""/en/help-and-support/file-a-claim"">File a Claim</a>"
Hyperlink,Contact Us,https://www.aia.com.hk//en/help-and-support/contact-us,"<a href=""/en/help-and-support/contact-us"">Contact Us</a>"
Hyperlink,Term of Use,https://www.aia.com.hk//en/terms-of-use,"<a href=""/en/terms-of-use"">Term of Use</a>"
Hyperlink,Privacy Statement,https://www.aia.com.hk//en/privacy-statement-main,"<a href=""/en/privacy-statement-main"">Privacy Statement</a>"
Hyperlink,Code of Conduct,https://www.aia.com/en/investor-relations/corporate-governance/code-of-conduct,"<a href=""https://www.aia.com/en/investor-relations/corporate-governance/code-of-conduct"" target=""_blank"">Code of Conduct</a>"
Hyperlink,Sitemap,https://www.aia.com.hk//en/sitemap,"<a href=""/en/sitemap"">Sitemap</a>"
Hyperlink,Cookie Policy,https://www.aia.com.hk//en/cookie-policy,"<a href=""/en/cookie-policy"">Cookie Policy</a>"
Hyperlink,Term of Use,https://www.aia.com.hk//en/terms-of-use,"<a href=""/en/terms-of-use"">Term of Use</a>"
Hyperlink,Privacy Statement,https://www.aia.com.hk//en/privacy-statement-main,"<a href=""/en/privacy-statement-main"">Privacy Statement</a>"
Hyperlink,Code of Conduct,https://www.aia.com/en/investor-relations/corporate-governance/code-of-conduct,"<a href=""https://www.aia.com/en/investor-relations/corporate-governance/code-of-conduct"" target=""_blank"">Code of Conduct</a>"
Hyperlink,Sitemap,https://www.aia.com.hk//en/sitemap,"<a href=""/en/sitemap"">Sitemap</a>"
Hyperlink,Cookie Policy,https://www.aia.com.hk//en/cookie-policy,"<a href=""/en/cookie-policy"">Cookie Policy</a>"
Hyperlink,,http://www.facebook.com/AIAHongKong,"<a href=""http://www.facebook.com/AIAHongKong"" target=""_blank"">
<img alt=""social media icon"" class=""cmp-hkfooter__sharelinks__icon"" src=""/content/dam/group-wise/images/system/icons/icon-facebook-white.svg""/>
</a>"
Hyperlink,,https://www.instagram.com/AIAHongKongMacau,"<a href=""https://www.instagram.com/AIAHongKongMacau"" target=""_blank"">
<img alt=""social media icon"" class=""cmp-hkfooter__sharelinks__icon"" src=""/content/dam/group-wise/images/content-photos/icon-instagram-white.png""/>
</a>"
